,0
184,"['Action Retrieval', 'Area Majority / Influence', 'Area Movement', 'Hand Management', 'Simultaneous Action Selection', 'Take That', 'Turn Order: Role Order']"
185,"['Deck, Bag, and Pool Building', 'Grid Movement', 'Hand Management', 'Modular Board', 'Open Drafting', 'Rock-Paper-Scissors', 'Square Grid', 'Tech Trees / Tech Tracks', 'Trading', 'Variable Player Powers']"
186,"['Grid Coverage', 'Open Drafting', 'Set Collection', 'Tile Placement']"
187,"['Auction / Bidding', 'Hidden Victory Points', 'Negotiation', 'Real-Time', 'Tech Trees / Tech Tracks', 'Trading', 'Variable Player Powers']"
188,"['Action Queue', 'Auction / Bidding', 'Auction Compensation', 'Auction: Fixed Placement', 'Auction: Multiple Lot', 'Constrained Bidding', 'Multi-Use Cards', 'Open Drafting', 'Turn Order: Progressive', 'Variable Player Powers', 'Variable Set-up']"
189,"['Action Queue', 'Hand Management', 'Simultaneous Action Selection', 'Tile Placement', 'Worker Placement']"
190,"['Hidden Movement', 'Memory', 'Point to Point Movement', 'Secret Unit Deployment', 'Team-Based Game']"
191,"['Race', 'Singing', 'Storytelling', 'Targeted Clues', 'Voting']"
192,"['Action Queue', 'Contracts', 'Open Drafting']"
193,"['Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Secret Unit Deployment', 'Variable Player Powers']"
194,"['Cooperative Game', 'Deck, Bag, and Pool Building', 'Scenario / Mission / Campaign Game', 'Variable Player Powers']"
195,"['Action Points', 'Contracts', 'Dice Rolling', 'End Game Bonuses', 'Grid Movement', 'Hexagon Grid', 'Modular Board', 'Network and Route Building', 'Pattern Building', 'Set Collection', 'Tile Placement']"
196,"['Area Majority / Influence', 'Closed Drafting', 'End Game Bonuses', 'Layering', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Progressive']"
197,"['Hand Management', 'Take That']"
198,"['Cooperative Game', 'Hand Management', 'Modular Board', 'Solo / Solitaire Game', 'Team-Based Game', 'Variable Player Powers']"
199,"['Communication Limits', 'Cooperative Game', 'Deduction', 'Finale Ending', 'Hand Management', 'Pattern Recognition', 'Storytelling', 'Voting']"
