,0
131,"['Auction / Bidding', 'Catch the Leader', 'Connections', 'Dice Rolling', 'Hexagon Grid', 'Loans', 'Network and Route Building', 'Pick-up and Deliver', 'Player Elimination', 'Scenario / Mission / Campaign Game', 'Selection Order Bid', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Auction', 'Victory Points as a Resource']"
132,"['Action Drafting', 'Alliances', 'Area Majority / Influence', 'Area Movement', 'Auction: Sealed Bid', 'Betting and Bluffing', 'Closed Drafting', 'End Game Bonuses', 'Follow', 'Force Commitment', 'Negotiation', 'Set Collection', 'Simultaneous Action Selection', 'Take That', 'Variable Phase Order', 'Variable Player Powers', 'Variable Set-up']"
133,"['Action Points', 'Area Majority / Influence', 'End Game Bonuses', 'Network and Route Building', 'Ownership', 'Take That', 'Tech Trees / Tech Tracks']"
134,"['Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting', 'Variable Phase Order', 'Variable Player Powers']"
135,"['Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hidden Roles', 'Interrupts', 'Modular Board', 'Player Elimination', 'Semi-Cooperative Game', 'Traitor Game', 'Variable Player Powers']"
136,"['Area Majority / Influence', 'Variable Phase Order', 'Worker Placement']"
137,"['Deck, Bag, and Pool Building', 'Hand Management', 'Ownership', 'Set Collection', 'Solo / Solitaire Game', 'Track Movement', 'Variable Set-up']"
138,"['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Modular Board', 'Open Drafting', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck']"
139,"['Action Points', 'Cooperative Game', 'Hand Management', 'Network and Route Building', 'Point to Point Movement', 'Set Collection', 'Solo / Solitaire Game', 'Trading', 'Variable Player Powers']"
140,"['Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Order Counters', 'Variable Player Powers']"
141,"['Contracts', 'End Game Bonuses', 'Grid Movement', 'Modular Board', 'Network and Route Building', 'Set Collection', 'Variable Set-up', 'Worker Placement', 'Worker Placement, Different Worker Types']"
142,"['Communication Limits', 'Memory', 'Push Your Luck', 'Team-Based Game']"
143,"['Betting and Bluffing', 'Deduction', 'Hidden Roles', 'Negotiation', ""Prisoner's Dilemma"", 'Rock-Paper-Scissors', 'Roles with Asymmetric Information', 'Team-Based Game', 'Variable Player Powers', 'Voting']"
144,"['Dice Rolling', 'Set Collection', 'Variable Player Powers', 'Worker Placement']"
145,"['Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Open Drafting', 'Push Your Luck', 'Rondel', 'Variable Player Powers']"
146,"['Communication Limits', 'Cooperative Game', 'Paper-and-Pencil']"
147,"['Contracts', 'End Game Bonuses', 'Events', 'Modular Board', 'Solo / Solitaire Game', 'Track Movement', 'Turn Order: Claim Action', 'Variable Set-up', 'Worker Placement']"
148,"['Action Retrieval', 'Contracts', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Follow', 'Simultaneous Action Selection', 'Variable Phase Order', 'Variable Player Powers', 'Worker Placement with Dice Workers']"
149,"['Closed Drafting', 'Grid Coverage', 'Hidden Victory Points', 'Income', 'Open Drafting', 'Pattern Building', 'Set Collection', 'Solo / Solitaire Game', 'Square Grid', 'Tile Placement', 'Turn Order: Stat-Based']"
150,"['Area-Impulse', 'Command Cards', 'Cooperative Game', 'Events', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Solo / Solitaire Game', 'Variable Player Powers']"
151,"['Action Points', 'Cooperative Game', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Tags', 'Variable Player Powers']"
152,"['Connections', 'Dice Rolling', 'Race', 'Tile Placement', 'Track Movement', 'Worker Placement', 'Worker Placement with Dice Workers']"
153,"['End Game Bonuses', 'Modular Board', 'Open Drafting', 'Set Collection', 'Square Grid', 'Turn Order: Progressive', 'Worker Placement']"
154,"['Bingo', 'End Game Bonuses', 'Grid Coverage', 'Paper-and-Pencil', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Square Grid', 'Variable Set-up']"
155,"['Hand Management', 'Paper-and-Pencil', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks']"
156,"['Hand Management', 'Income', 'Open Drafting', 'Race', 'Score-and-Reset Game', 'Take That', 'Turn Order: Pass Order', 'Variable Player Powers']"
157,"['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Income', 'Open Drafting', 'Tags', 'Take That', 'Variable Set-up']"
158,"['Action Drafting', 'Action Queue', 'Constrained Bidding', 'Deduction', 'End Game Bonuses', 'Events', 'Hand Management', 'Open Drafting', 'Turn Order: Progressive', 'Worker Placement']"
159,"['Action / Event', 'Campaign / Battle Card Driven', 'Connections', 'Hand Management', 'Once-Per-Game Abilities', 'Take That', 'Tug of War']"
160,"['Connections', 'Contracts', 'End Game Bonuses', 'Hand Management', 'Legacy Game', 'Network and Route Building', 'Open Drafting', 'Push Your Luck', 'Set Collection']"
161,"['Area Majority / Influence', 'Connections', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Take That', 'Variable Set-up', 'Zone of Control']"
162,"['Closed Drafting', 'End Game Bonuses', 'Hand Management', 'Income', 'Set Collection', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Player Powers']"
163,"['Area Majority / Influence', 'Enclosure', 'End Game Bonuses', 'Hexagon Grid', 'Income', 'Three Dimensional Movement', 'Tile Placement', 'Track Movement', 'Variable Set-up']"
164,"['Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Open Drafting', 'Simulation']"
165,"['Connections', 'Contracts', 'End Game Bonuses', 'Hand Management', 'Network and Route Building', 'Open Drafting', 'Push Your Luck', 'Set Collection']"
166,"['Betting and Bluffing', 'Closed Drafting', 'Deck Construction', 'Hand Management', 'Income', 'Interrupts', 'Player Elimination', 'Tags', 'Take That']"
167,"['Action Points', 'Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Hand Management', 'Open Drafting', 'Tech Trees / Tech Tracks']"
168,"['Contracts', 'Dice Rolling', 'End Game Bonuses', 'Set Collection', 'Turn Order: Progressive', 'Worker Placement']"
169,"['Cooperative Game', 'Deduction', 'Narrative Choice / Paragraph', 'Solo / Solitaire Game', 'Storytelling']"
170,"['Cooperative Game', 'Deck Construction', 'Events', 'Hand Management', 'Player Elimination', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Set-up']"
171,"['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Die Icon Resolution', 'Minimap Resolution', 'Role Playing', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Tech Trees / Tech Tracks', 'Turn Order: Role Order', 'Variable Player Powers']"
172,"['Area Majority / Influence', 'Open Drafting', 'Point to Point Movement', 'Set Collection', 'Tech Trees / Tech Tracks']"
173,"['End Game Bonuses', 'Follow', 'Hand Management', 'Income', 'Set Collection', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Tags', 'Tech Trees / Tech Tracks', 'Variable Phase Order', 'Variable Player Powers', 'Variable Set-up']"
174,"['Cooperative Game', 'Dice Rolling', 'Narrative Choice / Paragraph', 'Open Drafting', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']"
175,"['Cooperative Game', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Events', 'Hidden Roles', 'Open Drafting', 'Player Elimination', 'Solo / Solitaire Game', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']"
176,"['Area Majority / Influence', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Hand Management', 'King of the Hill', 'Modular Board', 'Rondel', 'Set Collection', 'Solo / Solitaire Game', 'Variable Player Powers']"
177,"['Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Team-Based Game', 'Turn Order: Claim Action', 'Variable Player Powers']"
178,"['Contracts', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Network and Route Building', 'Pick-up and Deliver', 'Race', 'Variable Set-up', 'Worker Placement']"
179,"['Commodity Speculation', 'Grid Movement', 'Market', 'Set Collection', 'Tile Placement', 'Turn Order: Time Track']"
180,"['Contracts', 'Dice Rolling', 'Point to Point Movement', 'Resource to Move', 'Variable Player Powers', 'Worker Placement', 'Worker Placement with Dice Workers']"
181,"['Action Queue', 'Critical Hits and Failures', 'Dice Rolling', 'Line of Sight', 'Movement Template', 'Player Elimination', 'Simulation', 'Simultaneous Action Selection', 'Variable Player Powers']"
182,"['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting', 'Take That', 'Variable Set-up']"
183,"['Action Points', 'Action Queue', 'Hand Management', 'Take That', 'Variable Player Powers']"
184,"['Dice Rolling', 'Highest-Lowest Scoring', 'Paper-and-Pencil', 'Re-rolling and Locking', 'Solo / Solitaire Game']"
185,"['Action Points', 'Card Play Conflict Resolution', 'Hand Management', 'Player Elimination', 'Point to Point Movement', 'Team-Based Game', 'Variable Player Powers']"
186,"['Action Points', 'Dice Rolling', 'Grid Movement', 'Map Addition', 'Modular Board', 'Pick-up and Deliver', 'Race', 'Roll / Spin and Move', 'Tile Placement', 'Variable Player Powers']"
187,"['Bingo', 'Contracts', 'Paper-and-Pencil', 'Pattern Building', 'Simultaneous Action Selection', 'Solo / Solitaire Game']"
188,"['Hand Management', 'Hidden Victory Points', 'Market', 'Open Drafting', 'Score-and-Reset Game', 'Set Collection']"
189,"['Contracts', 'End Game Bonuses', 'Follow', 'Hand Management', 'Pattern Building', 'Solo / Solitaire Game', 'Tags', 'Team-Based Game', 'Tile Placement', 'Variable Set-up', 'Victory Points as a Resource']"
190,"['Action Points', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Events', 'Hand Management']"
191,"['End Game Bonuses', 'Events', 'Grid Coverage', 'Grid Movement', 'Hidden Victory Points', 'Map Addition', 'Neighbor Scope', 'Network and Route Building', 'Open Drafting', 'Pattern Building', 'Rondel', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Square Grid', 'Sudden Death Ending', 'Tags', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Turn Order: Progressive', 'Variable Player Powers']"
192,"['Action Points', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Events', 'Hand Management', 'Role Playing', 'Take That', 'Variable Player Powers']"
193,"['Open Drafting', 'Pattern Building', 'Solo / Solitaire Game', 'Tile Placement']"
194,"['Bingo', 'Narrative Choice / Paragraph', 'Paper-and-Pencil', 'Pattern Building', 'Race', 'Scenario / Mission / Campaign Game', 'Simultaneous Action Selection', 'Solo / Solitaire Game']"
195,"['Alliances', 'Area Majority / Influence', 'Area Movement', 'Auction / Bidding', 'Bribery', 'Card Play Conflict Resolution', 'Force Commitment', 'Map Deformation', 'Negotiation', 'Predictive Bid', 'Roles with Asymmetric Information', 'Take That', 'Variable Player Powers']"
196,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Events', 'Grid Movement', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Simulation', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers', 'Worker Placement']"
197,"['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Line of Sight', 'Modular Board', 'Movement Points', 'Scenario / Mission / Campaign Game', 'Simulation', 'Team-Based Game', 'Variable Set-up']"
198,"['Action Retrieval', 'Contracts', 'End Game Bonuses', 'Hand Management', 'Income', 'Market', 'Network and Route Building', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Variable Player Powers']"
199,"['Dice Rolling', 'Die Icon Resolution', 'Modular Board', 'Pick-up and Deliver', 'Race', 'Solo / Solitaire Game', 'Trading', 'Variable Player Powers']"
